,City,Latitude,Longitude,Temp,Humidity,Cloudiness,Wind Speed,Country,Date
38,Morón,-34.6534,-58.6198,22.95,89,9,1.92,AR,1646456803
39,Verkhnevilyuysk,63.4453,120.3167,-13.03,84,100,1.66,RU,1646456804
40,Kota Kinabalu,5.9749,116.0724,25.99,100,40,3.13,MY,1646456804
41,Hengyang,26.8881,112.615,15.15,90,98,0.94,CN,1646456805
42,Busselton,-33.65,115.3333,28.91,37,0,1.22,AU,1646456806
43,Lima,-12.0432,-77.0282,24.94,69,100,3.29,PE,1646456518
44,Ribeira Grande,38.5167,-28.7,16.6,94,65,3.89,PT,1646456806
45,Narsaq,60.9167,-46.05,1.12,76,99,1.19,GL,1646456592
46,Mweka,-4.85,21.5667,20.03,90,92,0.49,CD,1646456807
47,Valparaíso,-33.0393,-71.6273,17.49,69,0,2.06,CL,1646456571
48,Tecolutla,20.4833,-97.0167,21.42,90,1,5.13,MX,1646456808
49,Aksarka,66.5606,67.7975,-24.95,98,99,1.57,RU,1646456808
50,Bluff,-46.6,168.3333,20.45,72,100,4.63,NZ,1646456809
51,Sobolevo,54.4299,31.8996,-3.96,90,100,5.06,RU,1646456810
52,New Norfolk,-42.7826,147.0587,22.84,53,100,0.45,AU,1646456810
53,Invermere,50.5167,-116.0354,-6.25,95,19,0.55,CA,1646456810
54,Dikson,73.5069,80.5464,-31.62,99,96,3.75,RU,1646456811
55,Bilibino,68.0546,166.4372,-23.15,96,39,1.64,RU,1646456811
56,Cafarnaum,-11.6936,-41.4683,19.61,93,100,3.1,BR,1646456812
57,Thompson,55.7435,-97.8558,-20.26,100,99,1.22,CA,1646456681
58,Punta Arenas,-53.15,-70.9167,7.06,81,20,7.2,CL,1646456706
59,Saskylakh,71.9167,114.0833,-30.62,97,98,0.48,RU,1646456813
60,Albany,42.6001,-73.9662,-9.25,70,20,1.79,US,1646456774
61,Fairbanks,64.8378,-147.7164,-4.99,70,95,0.97,US,1646456403
62,Porto Belo,-27.1578,-48.5531,26.19,90,29,2.17,BR,1646456814
63,Bethel,41.3712,-73.414,-4.7,64,0,0.0,US,1646456815
64,Ilovlya,49.3033,43.9796,0.56,97,100,8.45,RU,1646456815
65,Benghazi,32.1167,20.0667,12.65,57,1,8.45,LY,1646456730
66,San Patricio,28.017,-97.5169,19.1,89,0,5.08,US,1646456817
67,Pacific Grove,36.6177,-121.9166,8.42,68,22,5.81,US,1646456818
68,Rikitea,-23.1203,-134.9692,26.6,74,19,9.46,PF,1646456819
69,College,64.8569,-147.8028,-6.15,75,40,3.6,US,1646456820
70,Kangaatsiaq,68.3065,-53.4641,-16.26,84,85,4.44,GL,1646456821
71,Camaná,-16.6228,-72.7111,22.38,86,56,2.08,PE,1646456821
72,Tasiilaq,65.6145,-37.6368,-0.91,96,100,11.02,GL,1646456592
73,Saint Anthony,45.0205,-93.218,0.38,65,100,4.63,US,1646456822
74,Atuona,-9.8,-139.0333,25.91,78,15,6.99,PF,1646456822
75,Cariati,39.4922,16.9594,9.43,78,20,1.4,IT,1646456823
76,Talnakh,69.4865,88.3972,-29.33,93,38,0.98,RU,1646456824
77,Port Alfred,-33.5906,26.891,19.57,83,13,2.39,ZA,1646456824
78,Bredasdorp,-34.5322,20.0403,16.27,92,10,2.22,ZA,1646456825
79,Itarema,-2.9248,-39.9167,25.17,85,99,3.17,BR,1646456825
80,Kollam,8.8833,76.6,30.93,62,36,1.34,IN,1646456826
81,Sayyan,15.1718,44.3244,15.32,17,14,0.34,YE,1646456826
82,Nanortalik,60.1432,-45.2371,-4.62,89,100,5.43,GL,1646456827
83,Mariehamn,60.0973,19.9348,-3.08,80,0,1.54,AX,1646456828
84,Taoudenni,22.6783,-3.9836,17.43,10,0,3.01,ML,1646456830
85,Buin,-33.7333,-70.75,20.92,68,95,1.02,CL,1646456533
86,Tiksi,71.6872,128.8694,-23.59,95,100,0.46,RU,1646456831
87,Emerald,-23.5333,148.1667,39.08,22,71,3.85,AU,1646456787
88,Pangody,65.85,74.4859,-28.72,99,94,3.24,RU,1646456834
89,Norman Wells,65.282,-126.8329,-14.63,90,72,1.71,CA,1646456834
90,Waverly,42.7392,-84.6208,0.1,65,0,3.6,US,1646456835
91,Tual,-5.6667,132.75,27.95,79,100,4.26,ID,1646456837
92,Joshīmath,30.5667,79.5667,16.3,26,0,1.44,IN,1646456838
93,Adré,13.4667,22.2,22.1,16,49,3.61,TD,1646456838
94,Paphos,34.7667,32.4167,8.68,87,20,3.6,CY,1646456619
95,Montevideo,-34.8335,-56.1674,22.84,88,0,0.0,UY,1646456839
96,Tuktoyaktuk,69.4541,-133.0374,-21.42,100,56,3.23,CA,1646456840
97,Port Hedland,-20.3167,118.5667,35.03,34,24,3.6,AU,1646456840
98,Alta Floresta,-9.8756,-56.0861,21.5,93,100,0.71,BR,1646456841
99,Nikolskoye,59.7035,30.7861,-10.06,99,98,1.53,RU,1646456841
100,Svetlaya,46.5389,138.3297,0.45,91,100,9.52,RU,1646456842
101,Kofelē,7.0667,38.7833,13.2,39,74,3.0,ET,1646456842
102,São João da Barra,-21.6403,-41.0511,24.8,88,5,6.3,BR,1646456691
103,Hermanus,-34.4187,19.2345,16.56,91,1,4.26,ZA,1646456843
104,Vaini,-21.2,-175.2,27.09,83,75,2.57,TO,1646456843
105,Phan Thiet,10.9333,108.1,32.3,50,40,7.13,VN,1646456845
106,San Quintín,30.4833,-115.95,13.82,84,3,4.49,MX,1646456847
107,Port Lincoln,-34.7333,135.8667,19.6,68,99,7.27,AU,1646456847
108,Kavieng,-2.5744,150.7967,29.01,72,100,2.94,PG,1646456848
109,Chara,56.9064,118.2631,-17.37,65,50,0.82,RU,1646456849
110,Upernavik,72.7868,-56.1549,-21.75,91,72,3.7,GL,1646456851
111,Torbay,47.6666,-52.7314,-10.7,77,13,2.24,CA,1646456730
112,Clyde River,70.4692,-68.5914,-27.92,97,30,2.45,CA,1646456852
113,Omsukchan,62.5333,155.8,-20.03,97,100,2.58,RU,1646456853
114,Saint George,37.1041,-113.5841,11.51,48,100,5.14,US,1646456854
115,Chokurdakh,70.6333,147.9167,-29.04,99,35,0.95,RU,1646456855
116,Severo-Kuril'sk,50.6789,156.125,-1.4,77,94,5.54,RU,1646456856
117,Barra do Bugres,-15.0725,-57.1811,21.37,98,31,1.49,BR,1646456856
118,Meadow Lake,34.8014,-106.5436,9.14,32,16,7.43,US,1646456857
119,Belaya Gora,68.5333,146.4167,-23.25,94,97,0.41,RU,1646456857
120,Lagoa,39.05,-27.9833,15.79,94,94,4.91,PT,1646456588
121,Guozhen,34.3659,107.359,13.99,29,100,3.47,CN,1646456858
122,Ranong,9.9658,98.6348,31.87,58,94,2.36,TH,1646456859
123,Nishihara,26.1842,127.7558,22.6,68,20,5.14,JP,1646456859
124,Callaguip,18.0714,120.4867,30.59,74,3,4.35,PH,1646456860
125,Batemans Bay,-35.7167,150.1833,23.94,82,94,3.97,AU,1646456860
126,Lastoursville,-0.8143,12.7287,22.34,99,91,0.62,GA,1646456861
127,Jamestown,42.097,-79.2353,-6.05,55,0,0.0,US,1646456678
128,Cape Town,-33.9258,18.4232,18.82,73,0,3.35,ZA,1646456862
129,Dunedin,-45.8742,170.5036,18.78,74,97,4.02,NZ,1646456602
130,Bodden Town,19.2833,-81.25,24.68,79,0,3.13,KY,1646456864
131,Necoclí,8.4234,-76.786,24.92,90,99,3.96,CO,1646456865
132,Aklavik,68.2191,-135.0107,-18.03,97,9,2.39,CA,1646456865
133,Bengkulu,-3.8004,102.2655,29.44,68,67,3.42,ID,1646456866
134,Nome,64.5011,-165.4064,-0.96,100,100,0.0,US,1646456868
135,Ostrovnoy,68.0531,39.5131,-13.03,90,80,5.43,RU,1646456869
136,Fort Nelson,58.8053,-122.7002,-10.69,99,83,1.26,CA,1646456870
137,Thohoyandou,-22.9456,30.485,18.93,83,42,2.42,ZA,1646456870
138,Mar del Plata,-38.0023,-57.5575,18.26,86,100,5.36,AR,1646456872
139,Kununurra,-15.7667,128.7333,37.99,44,81,4.63,AU,1646456874
140,East London,-33.0153,27.9116,19.52,88,0,1.03,ZA,1646456688
141,South Kazakhstan Region,43.0,68.0,14.3,82,100,8.48,KZ,1646456874
142,Saint Paul Harbor,57.79,-152.4072,2.73,75,20,2.57,US,1646456875
143,Hilo,19.7297,-155.09,21.74,80,20,2.06,US,1646456875
144,Dunda,-8.1167,34.25,18.8,96,100,1.19,TZ,1646456876
145,Hong Kong,22.2855,114.1577,24.0,79,0,2.68,HK,1646456654
146,Kiryat Gat,31.61,34.7642,9.77,71,19,2.02,IL,1646456877
147,Mansar,21.4,79.25,27.85,17,2,3.08,IN,1646456877
148,Klaksvík,62.2266,-6.589,3.51,69,11,7.82,FO,1646456877
149,Barsovo,61.1667,73.1667,-23.88,93,87,1.55,RU,1646456878
150,Hualmay,-11.0964,-77.6139,22.78,76,100,3.54,PE,1646456879
151,Makarov,48.6333,142.8,-6.29,77,98,3.09,RU,1646456879
152,Fayaoué,-20.65,166.5333,27.8,68,5,0.72,NC,1646456880
153,Tautira,-17.7333,-149.15,27.01,75,51,9.16,PF,1646456655
154,Safranbolu,41.2508,32.6942,-2.15,95,72,1.02,TR,1646456880
155,San Miguel de Cozumel,20.5083,-86.9458,23.43,87,13,2.24,MX,1646456440
156,Benicarló,40.4165,0.4271,10.63,55,61,7.44,ES,1646456882
157,Batagay-Alyta,67.8006,130.4114,-18.55,91,100,1.76,RU,1646456882
158,Kruisfontein,-34.0033,24.7314,17.4,77,0,1.23,ZA,1646456884
159,Biloela,-24.4167,150.5,37.44,24,75,5.68,AU,1646456885
160,São Félix do Xingu,-6.6447,-51.995,21.23,99,100,0.12,BR,1646456885
161,Najrān,17.4924,44.1277,22.27,31,35,1.59,SA,1646456887
162,Havelian,34.0536,73.1657,17.12,40,100,1.13,PK,1646456887
163,Oeiras,-7.0253,-42.1311,21.66,97,100,1.14,BR,1646456888
164,Tura,25.5198,90.2201,27.52,21,67,3.18,IN,1646456890
165,Sioux Lookout,50.1001,-91.917,-7.96,96,100,1.53,CA,1646456892
166,Pevek,69.7008,170.3133,-25.89,99,99,0.55,RU,1646456892
167,Ancud,-41.8697,-73.8203,10.06,85,54,2.05,CL,1646456893
168,Rassvet,46.8333,40.75,2.14,89,100,21.0,RU,1646456342
169,Portland,45.5234,-122.6762,6.21,84,20,3.6,US,1646456820
170,Mandan,46.8267,-100.8896,-4.66,93,100,3.09,US,1646456894
171,Batagay,67.6333,134.6333,-18.63,88,100,1.38,RU,1646456895
172,Xinxiang,35.3089,113.8672,14.55,16,93,2.63,CN,1646456895
173,Riyadh,24.6877,46.7219,16.08,28,68,4.12,SA,1646456792
174,Coyhaique,-45.5752,-72.0662,8.97,53,75,3.09,CL,1646456766
175,Shiyan,32.6475,110.7781,19.55,17,65,5.31,CN,1646456896
176,Biak,-0.9131,122.8766,27.61,78,94,1.03,ID,1646456897
177,Abhā,18.2164,42.5053,16.14,63,0,0.0,SA,1646456898
178,Juneau,58.3019,-134.4197,1.56,92,100,3.09,US,1646456686
179,Airai,-8.9266,125.4092,23.58,65,100,0.73,TL,1646456899
180,Cuamba,-14.8031,36.5372,20.98,88,14,0.39,MZ,1646456899
181,Puerto Ayora,-0.7393,-90.3518,23.64,95,80,1.22,EC,1646456900
182,Semnan,35.5729,53.3971,8.97,24,4,1.52,IR,1646456901
183,Srednekolymsk,67.45,153.6833,-21.22,94,63,2.11,RU,1646456902
184,Qinhuangdao,39.9317,119.5883,5.08,16,0,6.08,CN,1646456903
185,Bahía de Caráquez,-0.6,-80.4167,25.1,90,100,2.33,EC,1646456904
186,Māngrol,21.1167,70.1167,27.4,31,0,5.26,IN,1646456905
187,Edson,53.5835,-116.4356,-10.75,99,94,0.69,CA,1646456815
188,Fortuna,40.5982,-124.1573,5.37,91,100,1.54,US,1646456906
189,Lompoc,34.6391,-120.4579,10.11,70,100,10.29,US,1646456907
190,Altay,47.8667,88.1167,-2.22,75,100,1.07,CN,1646456909
191,Lorengau,-2.0226,147.2712,24.89,93,100,2.08,PG,1646456910
192,Tessalit,20.1986,1.0114,16.28,17,72,3.92,ML,1646456910
193,Clarence Town,-32.5833,151.7833,26.57,68,100,0.89,AU,1646456911
194,Viedma,-40.8135,-62.9967,15.7,61,0,4.62,AR,1646456912
195,Araouane,18.9048,-3.5265,15.82,10,91,4.05,ML,1646456912
196,Meulaboh,4.1363,96.1285,29.36,69,99,1.92,ID,1646456913
197,Malanje,-9.5402,16.341,17.87,97,100,2.2,AO,1646456913
198,Malbork,54.0359,19.0266,-2.92,77,19,2.39,PL,1646456914
199,Le Port,-20.9373,55.2919,26.98,78,99,2.42,RE,1646456620
200,Saldanha,-33.0117,17.9442,17.35,86,0,4.69,ZA,1646456915
201,Cairns,-16.9167,145.7667,32.98,66,87,4.12,AU,1646456916
202,Kavaratti,10.5669,72.642,28.72,58,96,2.77,IN,1646456916
203,Pishin,30.5803,66.9961,15.73,35,96,1.7,PK,1646456897
204,Xining,36.6167,101.7667,3.93,40,100,1.34,CN,1646456917
205,Bafra,41.5678,35.9069,7.12,69,52,2.39,TR,1646456917
206,Semey,50.4111,80.2275,0.12,86,75,5.0,KZ,1646456918
207,Matara,5.9485,80.5353,29.94,63,79,1.88,LK,1646456918
208,Marystown,47.1666,-55.1483,-6.75,100,96,0.45,CA,1646456919
209,Saint-Pierre,-21.3393,55.4781,27.82,74,75,2.57,RE,1646456919
210,Longyearbyen,78.2186,15.6401,-5.09,68,40,9.26,SJ,1646456919
211,Carnarvon,-24.8667,113.6333,39.04,21,0,3.09,AU,1646456920
212,Cabo San Lucas,22.8909,-109.9124,21.27,63,0,4.57,MX,1646456717
213,Launceston,-41.45,147.1667,24.77,67,75,4.12,AU,1646456879
214,Río Gallegos,-51.6226,-69.2181,8.03,71,0,10.29,AR,1646456921
215,Sambava,-14.2667,50.1667,26.02,83,89,1.16,MG,1646456922
216,Flinders,-34.5833,150.8552,27.03,79,93,1.79,AU,1646456922
217,Kysyl-Syr,63.8986,122.7617,-13.63,85,100,2.17,RU,1646456923
218,Mwene-Ditu,-7.0,23.45,19.93,92,100,0.27,CD,1646456923
219,Kathmandu,27.7167,85.3167,20.12,42,20,1.03,NP,1646456889
220,Cankuzo Province,-3.1333,30.5833,15.48,86,40,0.61,BI,1646456924
221,Wonthaggi,-38.6044,145.5913,21.13,84,97,4.77,AU,1646456924
222,Santa Cruz Cabrália,-16.2781,-39.0247,26.13,83,20,3.09,BR,1646456925
223,Porto-Novo,6.4965,2.6036,24.96,79,100,2.2,BJ,1646456703
224,Evensk,61.95,159.2333,-11.74,79,4,4.02,RU,1646456926
225,Mount Isa,-20.7333,139.5,39.87,15,34,3.6,AU,1646456926
226,Nerchinskiy Zavod,51.3088,119.61,-7.4,65,62,2.47,RU,1646456927
227,Skibbereen,51.55,-9.2667,1.89,81,6,3.51,IE,1646456927
228,Atasū,48.6814,71.6433,-0.14,88,100,4.91,KZ,1646456928
229,Turaif,31.6725,38.6637,8.36,65,70,1.52,SA,1646456929
230,Vostok,46.4856,135.8833,-0.5,82,100,9.19,RU,1646456929
231,Hofn,64.2539,-15.2082,1.56,59,46,5.12,IS,1646456930
232,Oodweyne,9.4092,45.064,19.68,48,55,4.44,SO,1646456930
233,Dubbo,-32.25,148.6167,31.07,42,100,5.14,AU,1646456930
234,Raymond,43.9015,-70.4703,-10.0,64,25,1.6,US,1646456931
235,Pemangkat,1.1667,108.9667,27.02,78,100,2.08,ID,1646456931
236,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,29.47,50,14,4.41,AR,1646456932
237,Gamba,-2.65,10.0,25.0,88,100,0.79,GA,1646456933
238,Bandarbeyla,9.4942,50.8122,25.69,62,58,7.05,SO,1646456934
239,Cherskiy,68.75,161.3,-27.84,98,69,1.54,RU,1646456934
240,Astara,38.5,48.6667,6.39,51,40,0.52,AZ,1646456935
241,Inírida,3.8653,-67.9239,21.9,98,98,0.84,CO,1646456936
242,Tuatapere,-46.1333,167.6833,20.46,53,99,1.73,NZ,1646456936
243,Oktyabr'skiy,54.4815,53.471,-2.81,96,100,5.17,RU,1646456936
244,Cartagena,10.3997,-75.5144,26.79,78,40,5.14,CO,1646456918
245,Kaitangata,-46.2817,169.8464,17.87,69,100,2.61,NZ,1646456937
246,Hamilton,39.1834,-84.5333,6.2,45,0,3.09,US,1646456630
247,Thanh Hoa,19.8,105.7667,25.09,72,100,3.54,VN,1646456721
248,Hasaki,35.7333,140.8333,17.22,45,0,8.14,JP,1646456938
249,Sakaraha,-22.9,44.5333,24.94,71,0,1.76,MG,1646456838
250,Mumford,5.2618,-0.759,25.63,84,100,1.11,GH,1646456939
251,Dingle,10.9995,122.6711,30.71,62,89,5.41,PH,1646456939
252,Shenjiamen,29.9576,122.298,10.53,81,22,9.28,CN,1646456940
253,Honningsvåg,70.9821,25.9704,-2.33,89,100,8.02,NO,1646456940
254,Yulara,-25.2406,130.9889,34.44,25,12,7.14,AU,1646456940
255,Visby,57.6409,18.296,-7.88,93,43,1.03,SE,1646456941
256,Yārāda,17.65,83.2667,30.18,45,40,1.03,IN,1646456941
257,Benguela,-12.5763,13.4055,24.48,84,100,0.9,AO,1646456941
258,Doha,25.2867,51.5333,22.57,80,100,8.23,QA,1646456880
259,Tarko-Sale,64.9225,77.785,-24.24,96,87,4.5,RU,1646456830
260,Hearst,49.6835,-83.6665,-18.17,99,82,1.59,CA,1646456942
261,Abu Samrah,35.3029,37.1841,6.91,85,19,1.44,SY,1646456943
262,Yazoo City,32.8551,-90.4056,16.47,65,80,4.11,US,1646456943
263,Aksu,41.1231,80.2644,10.35,26,62,2.62,CN,1646456944
264,Lingao,19.9103,109.6859,25.77,70,29,3.37,CN,1646456944
265,Djibouti,11.5,42.5,23.68,60,46,7.99,DJ,1646456945
266,Kalnciems,56.8011,23.6097,-7.97,72,2,1.62,LV,1646456945
267,Esperance,-33.8667,121.9,20.47,68,94,5.69,AU,1646456946
268,Oxapampa,-10.5775,-75.4017,15.22,99,100,0.79,PE,1646456939
269,Zeya,53.75,127.2667,-6.24,47,100,3.89,RU,1646456946
270,Iralaya,15.0,-83.2333,24.03,85,59,4.53,HN,1646456947
271,Lüderitz,-26.6481,15.1594,17.44,77,0,5.21,NA,1646456947
272,Mount Gambier,-37.8333,140.7667,18.38,76,87,4.83,AU,1646456855
273,Motygino,58.1831,94.7592,-3.86,89,100,4.68,RU,1646456948
274,Cape Canaveral,28.4058,-80.6048,19.58,75,0,3.6,US,1646456949
275,Mongo,12.1844,18.693,28.15,27,37,2.83,TD,1646456950
276,General Roca,-39.0333,-67.5833,16.46,30,0,4.75,AR,1646456950
277,Aasiaat,68.7098,-52.8699,-17.29,91,66,3.5,GL,1646456951
278,Hare Bay,48.8499,-54.0148,-13.78,73,66,5.91,CA,1646456951
279,Kahului,20.8947,-156.47,22.78,80,40,3.6,US,1646456952
280,Gizo Government Station,-8.103,156.8419,30.28,67,77,4.1,SB,1646456952
281,Dongsheng,39.8161,109.9776,2.1,17,0,4.57,CN,1646456952
282,Dwārka,22.2394,68.9678,25.92,45,0,6.01,IN,1646456953
283,Hobyo,5.3505,48.5268,26.61,58,30,9.35,SO,1646456953
284,Victor Harbor,-35.5667,138.6167,20.72,79,50,1.79,AU,1646456954
285,Kargasok,59.0556,80.8572,-17.99,91,92,2.23,RU,1646456955
286,Nantucket,41.2835,-70.0995,-1.18,65,0,4.12,US,1646456686
287,Mandalgovi,45.7625,106.2708,-2.14,27,54,7.09,MN,1646456955
288,Puerto Escondido,15.85,-97.0667,26.46,78,0,2.57,MX,1646456956
289,Livingstone,-17.8419,25.8543,19.56,96,100,0.6,ZM,1646456956
290,Port Elizabeth,-33.918,25.5701,18.8,81,0,1.26,ZA,1646456957
291,Arraial do Cabo,-22.9661,-42.0278,24.39,92,18,7.35,BR,1646456958
292,Waitati,-45.75,170.5667,18.22,75,95,3.6,NZ,1646456958
293,Holme,56.1138,10.1725,-2.87,86,7,2.82,DK,1646456959
294,Adrar,20.5022,-10.0711,15.25,40,0,5.46,MR,1646456960
295,Baruun-Urt,46.6806,113.2792,-5.37,46,1,5.74,MN,1646456960
296,Nueva Loja,0.0847,-76.8828,21.04,98,71,0.4,EC,1646456961
297,Sola,-13.8833,167.55,28.15,71,31,1.8,VU,1646456961
298,Smithers,54.7804,-127.1743,-4.13,95,69,1.39,CA,1646456962
299,Sitka,57.0531,-135.33,3.94,75,100,2.06,US,1646456962
300,Gubkinskiy,64.434,76.5026,-26.09,95,19,5.01,RU,1646456963
301,Poum,-20.2333,164.0167,28.2,70,69,3.21,NC,1646456964
302,Chunskiy,56.0815,99.6342,-0.76,83,100,5.28,RU,1646456903
303,Botngård,63.7653,9.8111,1.29,64,75,4.12,NO,1646456964
304,Tungor,53.3808,142.9564,-5.82,87,87,2.39,RU,1646456965
305,Istmina,5.1605,-76.684,22.76,99,100,0.79,CO,1646456965
306,Chadiza,-14.0678,32.4392,19.03,92,45,1.01,ZM,1646456967
307,Gamboma,-1.8764,15.8644,23.08,90,100,1.65,CG,1646456968
308,Treinta y Tres,-33.2333,-54.3833,20.78,95,41,3.74,UY,1646456969
309,Nuuk,64.1835,-51.7216,-3.66,58,75,5.66,GL,1646456969
310,Teya,60.3778,92.6267,-9.96,80,33,3.78,RU,1646456970
311,Port-Gentil,-0.7193,8.7815,25.54,85,78,2.35,GA,1646456970
312,Laas,46.6166,10.7002,-3.22,73,17,1.78,IT,1646456896
313,Yangi Marg`ilon,40.4272,71.7189,15.39,26,100,1.03,UZ,1646456971
314,San Cristobal,7.7669,-72.225,18.1,88,90,1.0,VE,1646456972
315,Nicolás Bravo,18.45,-88.9167,18.12,92,29,1.22,MX,1646456973
316,Cururupu,-1.8283,-44.8683,23.91,94,100,0.95,BR,1646456973
317,Vredendal,-31.6683,18.5012,17.97,80,45,0.59,ZA,1646456974
318,Dekar,-21.5333,21.9333,19.88,84,78,1.87,BW,1646456974
319,Guangming,45.3333,122.7833,0.4,35,8,9.0,CN,1646456975
320,Ayorou,14.7308,0.9174,23.79,12,100,4.39,NE,1646456975
321,Esterhazy,50.65,-102.0843,-9.3,95,100,4.04,CA,1646456976
322,Cayenne,4.9333,-52.3333,26.72,85,75,5.14,GF,1646456977
323,Saint-Louis,16.3333,-15.0,18.73,7,0,4.74,SN,1646456977
324,Hervey Bay,-25.2986,152.8535,30.01,73,24,3.13,AU,1646456893
325,Itatiaia,-22.4961,-44.5633,19.7,94,99,0.68,BR,1646456978
326,Kvitok,56.0724,98.4813,-1.39,85,100,5.54,RU,1646456979
327,Opuwo,-18.0607,13.84,15.91,53,3,0.35,NA,1646456979
328,Katherine,-14.4667,132.2667,39.18,35,14,3.09,AU,1646456979
329,Prince Rupert,54.3161,-130.3201,2.5,89,18,2.06,CA,1646456772
330,Sena Madureira,-9.0656,-68.6569,22.54,95,100,1.18,BR,1646456980
331,Ugoofaaru,5.6667,73.0,27.35,66,9,2.17,MV,1646456981
332,Burhaniye,39.5004,26.9727,8.92,73,100,3.41,TR,1646456455
333,Nouadhibou,20.931,-17.0347,16.2,75,0,10.95,MR,1646456982
334,São Gonçalo do Amarante,-3.6072,-38.9683,27.85,92,95,1.48,BR,1646456982
335,Escalerillas,22.1333,-101.0667,13.93,72,40,0.0,MX,1646456983
336,Dhidhdhoo,6.8833,73.1,27.46,67,90,2.64,MV,1646456984
337,Awjilah,29.1081,21.2869,13.21,33,39,3.96,LY,1646456984
338,San Angelo,31.4638,-100.437,20.24,62,0,6.69,US,1646456761
339,Kango,0.1943,10.0951,23.03,97,94,0.72,GA,1646456985
340,Potosí,-19.5836,-65.7531,8.35,81,7,1.5,BO,1646456986
341,Novopokrovka,49.8425,36.5477,-1.72,96,100,5.46,UA,1646456987
342,Te Anau,-45.4167,167.7167,21.9,40,100,2.87,NZ,1646456987
343,Maple Creek,49.9168,-109.4848,-12.62,96,86,4.49,CA,1646456988
344,Bull Savanna,17.8868,-77.5902,22.08,80,1,3.0,JM,1646456988
345,Zhicheng,30.2956,111.5047,22.01,39,74,2.04,CN,1646456989
346,Askino,56.0901,56.5783,-2.0,92,100,4.24,RU,1646456989
347,Charcas,23.1333,-101.1167,14.35,59,0,3.11,MX,1646456989
348,Road Town,18.4167,-64.6167,22.78,79,10,10.13,VG,1646456815
349,Baharly,38.4362,57.4316,12.24,54,33,0.21,TM,1646456990
350,La Rioja,-29.4111,-66.8507,27.99,55,34,2.48,AR,1646456991
351,Vallentuna,59.5344,18.0776,-5.61,79,0,2.06,SE,1646456991
352,Shimanovsk,52.0,127.7,-5.5,78,100,5.78,RU,1646456991
353,Shimoda,34.6667,138.95,16.17,52,0,10.75,JP,1646456992
